0,1
designed,"['X', 'cover', 'systems', 'dress', 'oven', 'Chambers', 'device', 'who', 'functions', 'Lanterns', 'version', 'events', 'programs', 'bond', 'program', 'setup', 'session', 'crawl', 'function', 'back', 'knot', 'maps', 'map', 'API', 'scheme', 'URIs', 'website', 'products', 'database', 'article', 'issues', 'giver', 'process', 'referral', 'Life', 'feature', 'laws', 'GUIs', 'itinerary', 'plant', 'test', 'system', 'programme', 'bodies', 'space', 'transmitters', 'classes', 'implements', 'one', 'character', 'self', 'liftboat', 'project', 'panel', 'strategy', 'Considerations', 'approaches']"
grow,"['societies', 'game', 'tobacco', 'userbase', 'youngster', 'others', 'business', 'hand', 'lolthanx', 'gift', 'stories', 'dealer', 'trees', 'miracle', 'rights', 'opportunities', 'stache', 'moustache', 'refund', 'distance', 'tree', 'crops', 'faith', 'SMEs', 'businesses', 'beard', 'Relationships', 'egg', 'grass', 'numbers', 'soul', 'turtles', 'inches', 'feet', 'country', 'who', 'nations', 'bread', 'fruit', 'cm', 'Seaweeds', 'seaweeds', 'fruits', 'community', 'brother', 'protests', 'pressure', 'spending', 'increase', 'people', 'piles', 'sugar', 'states', 'everyone', 'cells', 'scales', 'gulf', 'fans', 'revenues', 'impact', 'markets', 'bacteria', 'wood', 'marimo', 'economy', 'way', 'things', 'lot', 'series', 'child', 'cases', 'farmers']"
pressuring,['government']
Trim,"['allowance', 'level']"
piloted,"['standards', 'deafblindness']"
outline,['points']
Turn,"['heater', 'lights', 'inwards', 'back', 'daughters', 'skin', 'week']"
purify,"['yourselves', 'land']"
borrowing,['people']
instills,"['who', 'values']"
switch,"['colors', 'system', 'tracking', 'person', 'vote', 'customer', 'products', 'parties', 'gears', 'mind', 'handle', 'groups', 'domain', 'minds', 'lights', '@', 'country']"
patronise,"['hundreds', 'anything', 'business']"
deposit,"['eggs', 'money']"
deceive,"['who', 'men', 'matters', 'person', 'phenomenon', 'anyone', 'senses']"
unleash,"['principles', 'museums', 'greatness', 'hell']"
applicants,['loan']
talk,"['females', 'people', 'success', 'nonsense', 'none', 'Scientists', 'media', 'bit', 'players', 'today', 'feelings', 'member', 'chem', 'week', 'kind', 'type', 'self', 'lot', 'anyone', 'halk', 'who', 'peace', 'guys', 'turkey', 'government', 'someone', 'People', 'rookies', 'night', 'Who', 'men', 'dzavo', 'releasing', 'presenters']"
shield,"['limb', 'pair', 'eyebrows', 'eyes']"
pointed,"['b', 'fingers', 'aspect', 'something', 'refugee', 'difficulties', 'Analysts', 'producer', 'others', 'people', 'error', 'parties', 'sights', 'water', 'year', 'screen', 'scholar', 'theorist', 'responses', 'ways', 'someone', 'route', 'yesterday', 'craig', 'today', 'woman', 'girl', 'hole', 'lawyer', 'errors', 'time', 'structure']"
seizing,"['city', 'markets', 'climax']"
argues,"['Lackland', 'counsel', 's', 'sons', 'campaign', 'paper', 'newspaper']"
cuts,"['story', 'question', 'weight', 'spending', 'clip', 'sentence', 'partner']"
differs,"['experience', 'R', 'syntax', 'motion', 'explanation', 'opinion', 'spectrum']"
Covered,['Topics']
police,['lanes']
monitor,"['activities', 'loss', 'progress', 'authority', 'interrogation', 'temples', 'trends', 'office', 'condition', 'outbreaks', 'seizure', 'friendships', 'portal', 'elevators', 'hours', 'days', 'events', 'utilization', 'ecosystems', 'clock', 'use']"
undermined,"['base', 'basis', 'strengths', 'forces', 'ability']"
encompasses,"['knowledge', 'everything', 'relationships', 'experience', 'planning', 'physics', 'acres', 'hosts', 'seats']"
coaching,"['playing', 'line', 'training']"
straggled,['daughter']
listing,"['requests', 'ship', 'flats', 'HOUDAN', 'LEGHORN', 'POLISH', 'SILKIE', 'BREEDS', 'ROCK', 'PEKIN']"
tweets,['comment']
mail,"['DVDs', 'time', 'email']"
extirpated,['view']
undermines,"['distinction', 'company', 'idea', 'values', 'awareness', 'effectiveness', 'attempts', 'ability']"
Purchase,['subscription']
emailed,"['Someone', 'question', 'percent', 'email', 'energy', 'wonks', 'text']"
finance,"['equipment', 'acquisition', 'propaganda', 'deal', 'campaigns', 'depositors', 'sector', 'equity', 'deficit', 'deficits', 'spending', 'parents', 'endeavor']"
tucked,"['sleeves', 'alley', 'clothing']"
views,"['things', 'contemplates', 'talk', 'What', 'person', 'user', 'page', 'garden']"
contravened,"['order', 'companions', 'texts', 'right']"
touching,"['bandage', 'traps', 'walls', 'matter', 'roof', 'head', 'feet', 'future', 'objects', 'water', 'area', 'food', 'horizon', 'body', 'ground', 'floor']"
contravenes,['book']
killed,"['companions', 'Ad', 'people', 'uncle', 'anyone', 'husband', 'man', 'b', 'dog', 'insects', 'king', 'bha', 'pretender', 'mask', 'U', 'palestinians', 'thousands', 'women', 'america', 'muslims', 'Millions', 'year', 'bomb', 'adviser', 'Who', 'what', 'People', 'girl', 'beaver', 'moose', 'players', '@', 'reinforcements', 'evening', 'who', 'suicide', 'ant', 'violence', 'enemy', 'birds', 'drivers', 'soldiers', 'IEDs', 'civilians', 'increase', 'fighters', 'month', 'rest', 'party', 'participants', 'months', 'Davies', 'rocket', 'upsurge', 'mastermind', 'protester', 'militants', 'chief', 'commander', 'halal', 'meat', 'Meat', 'movies', 'whites', 'cattle', 'leopard', 'daughters', 'soldier', 'change', 'dinosaurs', 'someone', 'children', 'troops', 'marines', 'explosion', 'ban', 'person', 'bacteria', 'day', 'fox', 'crowd', 'allmost', 'series', 'woman']"
possess,"['person', 'kind', 'who', 'morality', 'qualities', 'clothes', 'monks', 'mind', 'things', 'object', 'attributes', 'parts', 'property', 'intelligence', 'power', 'wisdom', 'canst', 'powers', 'ability', 'goddesses', 'humanist', 'soul', 'participants', 'knowledge', 'abilty', 'seaweeds', 'range', 'harness']"
outweigh,"['benefits', 'costs']"
gaved,['men']
beach,['beach']
meveryched,['everything']
Sampling,['aromas']
peered,['Frankie']
migrate,"['families', 'distances']"
rock,['blues']
showcasing,"['work', 'accents', 'packs', 'capability']"
scolded,"['father', 'one']"
hijack,['thread']
redraw,['logo']
bridging,['gap']
disproving,['view']
manifests,['deeds']
unlock,"['level', 'exit', 'medals', 'puzzles', 'hearts', 'process', 'option']"
preaching,"['gospel', 'wallahs', 'stuff', 'pastor', 'what']"
spiking,"['Prices', 'gambles']"
relive,"['memories', 'rape']"
living,"['life', 'existence', 'people', 'fantasies', 'guilt', 'bit', 'earnings', 'fact', 'years', 'son', 'lives', 'redeemer', 'who', 'door', 'person', 'courtesy', 'girls', 'home', 'number', 'income', 'children', 'child', 'figure', 'model', 'lifestyle', 'dreams', 'story', 'neighborhood', 'things', 'schools', 'moment']"
ensnaring,['men']
stitch,"['edge', 'opponents']"
rolls,"['nothing', 'car', 'generator', 'number']"
condemns,"['jury', 'candidate', '%']"
emerged,"['morning', 'crescent', 'strain', 'part', 'minister', 'allegations', 'leader', 'order', 'creation', 'athletes', 'patterns', 'bits', 'literature', 'pair', 'winners', 'facts']"
Mastering,['return']
tidbits,"['tajweed', 'trivia']"
HCCH,"['degK', 'NaNH2']"
dominate,"['government', 'performance', 'co', 'debate', 'politics', 'culture', 'communities', 'Wolves', 'possession']"
correct,"['deed', 'what', 'teachers', 'thoughts', 'abuse', 'people', 'mistakes', 'imbalance', 'actions', 'errors', 'views', 'problem', 'defect']"
Chasing,['total']
bootlegged,"['grandfather', 'somebody']"
pumping,"['pennies', 'poison', 'water', 'freshwater', 'desalination', 'blood', 'music']"
paralysing,['centres']
sparkled,['sparkler']
forbids,"['enactment', 'law', 'marriage']"
swell,"['resin', 'tubes', 'organs']"
advance,"['story', 'interests', 'sport', 'ballots', 'argument', 'application', 'nations', 'goals', 'strength', 'limits', 'purpose', 'struggle', 'understanding', 'role', 'study', 'art']"
Walking,['changes']
marred,['invasion']
Being,"['impermanent', 'cricketer', 'things', 'survivor', 'part', 'eaters', 'insects', 'people', 'geek', 'area', 'school']"
audited,"['departments', 'year']"
apologising,['reporter']
think,"['person', '@', 'today', 'what', 'What', 'Who', 'parents', 'way', 'people', 'meditator', 'others', 'individuals', 'worldlings', 'lot', 'members', 'majority', 'half', 'matter', 'features', 'historian', 'claims', 'nothin', 'change', 'time', 'who', 'fairy', 'fraud', 'deal', 'Fans', 'use', 'misunderstood', 'point', 'off', 'thoughts', 'biplane', 'opening', 'film', 'one', 'reader', 'family', 'human', 'men', 'neighbours', 'guys', 'man', 'attackers', 'scientists', 'policy', 'Peregrinus', 'People', 'anything', 'won', 'questions', 'plans', '%', 'Women', 'impact', 'right', 'works', 'whining', 'biologists', 'colonizers', 'emo', 'monopoly', 'qualifies', 'times', 'Poll', 'don', 'respect', 'moderation', 'oil', 'S', 'states', 'detail', 'legacy', 'score', 'Singin', 'P', 'investors', 'motives', 't', 'lack', 'lessons', 'jets', 'girls', 'gt', 'looking', 'country', 'value', 'moments', 'portrayal', 'day', 'rednecks', 'cuttin', 'rep', 'cost', 'operators', 'socialists', 'dude', 'hairs', 'vid', 'dogma', 'elites', 'professionals', 'money', 'shows', 'leads', 'immigrant', 'slavery', 'religion', 'outfit', 'things', 'product', 'anyone', 'hats', 'Loverboy', 'silence', 'island', 'Art', 'percent', 'government', 'year', 'boot', 'name', 'chard', 'will', 'fora', 'sort', 'prize', 'requirement', 'mail', 'work', 'going']"
frequent,['tomb']
dwelling,"['%', 'upright', 'slum', 'street']"
Referring,['africa']
fleeing,['civilians']
commercialize,['innovation']
b'coz,['way']
signifies,"['verse', 'importance', 'relationship', 'ecosystem', 'house', 'marriage', 'witness', 'use']"
suspended,"['laws', 'generation', 'aid', 'proceedings', 'procedures', 'contract', 'constitution', 'payments', 'reason', 'penalty', 'tournament']"
carry,"['command', 'obligations', 'sins', 'anything', 'mongers', 'service', 'errand', 'sense', 'everything', 'meaning', 'who', 'burner', 'stores', 'function', 'weight', 'police', 'tasks', 'repairs', 'doctrine', 'billions', 'risk', 'rider', 'stick', 'gun', 'situation', 'tins', 'state', 'wife', 'argument', 'goods', 'day', 'days', 'millions', 'citizens', 'employees', 'activity', 'purchases', 'element', 'printer', 'friendlies', 'individuals', 'today', 'genes', 'varieties', 'humans', 'variation', 'groups', 'charges', 'duties', 'things', 'reasons', 'transit', 'percent', 'buses', 'flow', 'energy', 'waves', 'lot', 'treatment', 'wagons', 'person', 'work', 'quadruplicate', 'gear', 'water', 'soil', 'prices', 'range', 'analysis', 'memory', 'treatments', 'people', 'packages', 'air', 'R', 'man', 'resolutions', 'arteries', 'blood', 'bag', 'offer', 'luggage', 'expansion', 'items', 'threat', 'fight', 'foot', 'worker', 'assessment', 'frowns', 'elements', 'look', 'spinners', 'assortment', 'stuff', 'cost', 'label', 'owner', 'what', 'remedies', 'Members', 'cards']"
sounds,"['idea', 'instrument', 'sounding', 'system', 'laptop', 'lot', 'trick', 'infant', 'vowel', 'stories', 'lecture', 'relationship', 'song', 'name', 'pitch', 'danger', 'printing', 'record', 'beat', 'one', 'reform', 'BlackQueen', 'drum', 'billions', 'track', 'bass', 'daft', 'cooler', 'notion', 'area', 'information']"
discharged,"['obligation', 'office', 'container', 'wastewater']"
Weighing,['ounces']
modernise,"['Bond', 'institution', 'state']"
slept,"['night', 'day', 'way', 'changes', 'brother', 'time', 'children', 'experience', 'everyone', 'yesterday']"
plains,['brooks']
participated,"['who', 'women', 'visitors', 'artists', 'victims', 'times', 'ships', 'student']"
mermaid,['hipster']
bantering,['ministers']
dived,"['length', 'nose']"
Reclining,['armchair']
broadcast,"['cup', 'music', 'scene', 'Edge', 'who', 'programmes', 'times', 'programme']"
Denouncing,['someone']
interred,['remains']
cleanse,"['mouth', 'system', 'life', 'mattress']"
infiltrate,"['craving', 'areas', 'ship', 'people']"
vacating,['house']
scraping,"['bottom', 'draw']"
sabotaged,"['craft', 'who', 'son', 'game']"
protected,"['who', 'rear', 'points', 'north', 'reef', 'morality', 'sector', '@', 'text', 'convoy', 'routes', 'interests', 'rights', 'Who', 'fabric', 'page', 'riverfront', 'vicinity', 'christians', 'muslims', 'base', 'facility', 'semi', 'defense', 'area', 'government', 'recipients', 'document', 'passer', 'warships', 'islands', 'bond', 'beliefs', 'servers']"
venture,"['capitalists', 'tribes']"
were,"['rolls', 'posts', 'religions', 'doctrines', 'principles', 'submission', 'who', 'hypocrites', 'apostates', 'what', 'Hearts', 'ones', 'companions', 'people', 'happenings', 'patient', 'tribe', 'b', 'companion', 'hearts', 'governors', 'enemies', 'predecessors', 'vices', 'soldiers', 'liars', 'testimonies', 'sons', 'right', 'explanation', 'texts', 'merits', 'perpetrators', 'days', 'veterans', 'leader', 'narrators', 'examples', 'angels', 'fathers', 'laws', 'illnesses', 'colds', 'Elves', 'twins', 'friends', 'week', 'followers', 'types', 'outcome', 'species', 'things', 'makers', 'leaders', 'person', 'slaves', 'source', 'prisoners', 'speaker', 'mourning', 'rows', 'conceptions', 'chances', 'batting', 'good', 'bit', 'team', 'men', 'PAk', 'results', 'devas', 'individuals', 'phrases', 'statements', 'states', 'weapons', 'army', 'columnists', 'supplies', 'meditation', 'number', 'answer', 'answers', 'impermanent', 'ghosts', 'realms', 'queen', 'parents', 'instances', 'guardians', 'areas', 'sub', 'claim', 'likes', 'females', 'wansa', 'kitchens', 'staff', 'maids', 'children', 'claimants', 'ruins', 'tools', 'writer', 'books', 'none', 'umpires', 'standards', 'K', 'keepers', 'numbers', 'match', 'points', 'food', 'aunts', 'drifters', 'others', 'Statements', 'portraits', 'conditions', 'reasons', 'lessons', 'total', 'hosts', 'groups', 'concern', 'authorities', 'reports', 'thought', 'pair', 'places', 'example', 'dishes', 'bombers', 'Christians', 'Members', 'treatment', 'levels', 'rallies', 'characteristics', 'wings', 'one', 'sores', 'child', 'gentry', 'articles', 'folk', 'arrangements', 'arts', 'guests', 'insides', 'accidents', 'researchers', 'forces', 'candidates', 'sights', 'castle', 'majority', 'costs', '%', 'strategies', 'grandma', 'editions', 'novels', 'reprints', 'ways', 'fraction', 'battleships', 'force', 'ships', 'destroyers', 'cruisers', 'miles', 'hits', 'survivors', 'hints', 'colonists', 'conquerors', 'cattle', 'signs', 'humans', 'feature', 'valueless', 'value', 'kind', 'revenues', 'judgements', 'divorce', 'consequence', '@', 'advisers', 'defences', 'consequences', 'nature', 'business', 'drop', 'sisters', 'brothers', 'footprints', 'topics', 'half', 'races', 'craftsmen', 'Pride', 'whole', 'pace', 'use', 'rubbish', 'times', 'experience', 'ideals', 'communities', 'sectaries', 'Things', 'musicians', 'colonialism', 'ideas', 'links', 'organisations', 'chemicals', 'contaminants', 'projects', 'ancestors', 'bullies', 'scamps', 'quality', 'offshoot', 'time', 'grounds', 'problems', 'disappointments', 'horse', 'Storm', 'torso', 'jar', 'school', 'end', 'prices', 'families', 'pointers', 'moments', 'standardize', 'discrepancies', 'diplomats', 'riches', 'readers', 'falsehoods', 'stranger', 'childhood', 'foals', 'rest', 'improvers', 'heroes', 'dishonor', 'law', 'competitions', 'Drums', 'publications', 'words', 'malcontents', 'lifers', 'officers', 'captors', 'workers', 'part', 'guards', 'births', 'immigrants', 'countries', 'practices', 'cats', 'rungs', 'cm', 'votes', 'modelers', 'sailors', 'faculties', 'jokes', 'amalgamation', 'certificates', 'extras', 'elements', 'characters', 'composites', 'key', 'wife', 'country', 'prayers', 'matter', 'way', 'efforts', 'students', 'gods', 'odds', 'firm', 'period', 'lot', 'persons', 'whom', 'husband', 'reinforcements', 'SPs', 'guns', 'positions', 'tanks', 'bombings', 'contacts', 'concerns', 'presentations', 'tradeoffs', 'breakthroughs', 'data', 'climate', 'traditions', 'figures', 'Name', 'founders', 'buildings', 'commonality', 'engine', 'riots', 'massacres', 'relations', 'minorities', 'victims', 'culprits', 'homeland', 'companies', 'concept', 'fly', 'guest', 'respondents', 'rooms', 'versions', 'taxpayers', 'agent', 'stunts', 'level', 'party', 'friendlies', 'name', 'life', 'comments', 'nation', 'batsmen', 'dismissals', 'ind', 'scorers', 'sacrifices', 'disciples', 'organs', 'exiles', 'targets', 'walk', 'today', 'day', 'runs', 'juicy', 'limits', 'beers', 'walls', 'protests', 'portend', 'flavour', 'voters', 'chestnuts', 'sorts', 'Thanks', 'women', 'furniture', 'legionaries', 'specialties', 'philology', 'forms', 'decadents', 'schools', 'head', 'shots', 'readings', 'Injuries', 'point', 'domains', 'owners', 'hostage', 'beauty', 'branches', 'friend', 'converts', 'reverts', 'movement', 'caste', 'honour', 'notions', 'talibans', 'corpuscles', 'waves', 'clouds', 'speeds', 'slides', 'colleagues', 'collaborators', 'adults', 'couple', 'artists', 'thesis', 'participants', 'museums', 'prototypes', 'third', 'infections', 'lives', 'effects', 'investors', 'absolutists', 'evils', 'eyes', 'medications', 'centers', 'programs', 'supporters', 'Responses', 'classes', 'telecasts', 'fans', 'couples', 'observers', 'shade', 'suggestions', 'size', 'disasters', 'actions', 'inmates', 'revolutionaries', 'wrong', 'straw', 'governments', 'blacks', 'masters', 'churches', 'passengers', 'settlements', 'parties', 'rates', 'infrastructure', 'plan', 'qualifications', 'structures', 'democracy', 'feelings', 'kids', 'insult', 'president', 'leaches', 'interview', 'civilians', 'talk', 'manifestations', 'nights', 'bosses', 'claims', 'returnees', 'year', 'result', 'sobs', 'victories', 'setback', 'differences', 'seniors', 'writers', 'hiccups', 'police', 'security', 'wars', 'aspects', 'buff', 'goal', 'offer', 'guys', 'breakdowns', 'circumstances', 'turn', 'adaptation', 'seasons', 'percent', 'Reply', 'thoughts', 'Producers', 'objects', 'Relations', 'findings', 'Boys', 'girls', 'Students', 'post', 'analysts', 'Investors', 'movements', 'injuries', 'gatherings', 'reporters', 'plains', 'stations', 'cameras', 'buzz', 'Reactions', 'facilities', 'narrator', 'someone', 'kidneys', 'toys', 'nothing', 'preferences', 'warning', 'watchers', 'senses', 'scouts', 'warriors', 'Today', 'Who', 'attackers', 'thousands', 'emotions', 'diet', 'wetsuits', 'brutes', 'theories', 'circles', 'changes', 'astronomers', 'gravity', 'moons', 'telescopes', 'mistake', 'months', 'representatives', 'crates', 'items', 'events', 'Corporations', 'mosquitoes', 'alarms', 'patients', 'doctors', 'designs', 'advisor', 'volunteers', 'being', 'stories', 'hoofs', 'shelters', 'disease', 'finances', 'oats', 'porters', 'flaws', 'morning', 'lines', 'recriminations', 'matters', 'stomachs', 'tins', 'money', 'years', 'animals', 'possessions', 'exploration', 'missionaries', 'stars', 'band', 'troopers', 'steps', 'boxes', 'members', 'partner', 'prawns', 'flavours', 'type', 'Majority', 'thinking', 'side', 'champions', 'finals', 'penalties', 'foresight', 'experiences', 'occasions', 'directors', 'dreams', 'tempers', 'floor', 'kiss', 'warnings', 'light', 'wind', 'songs', 'Dogs', 'jobs', 'sectors', 'screams', 'cuts', 'views', 'surfguides', 'australians', 'lie', 'protesters', 'yesterday', 'collection', 'sales', 'nurseries', 'conflicts', 'honours', 'vehicles', 'process', 'tastes', 'series', 'weeks', 'serfs', 'bodies', 'clients', 'processes', 'moment', 'expectations', 'taxes', 'descendants', 'issues', 'pieces', 'bathing', 'catchments', 'Banks', 'traits', 'attitudes', 'thing', 'idiots', 'cultures', 'odour', 'issue', 'tracks', 'hundreds', 'husbands', 'man', 'shot', 'soul', 'records', 'youths', 'whiff', 'expedition', 'anyone', 'mates', 'forefathers', 'boatmen', 'shares', 'interests', 'opinion', 'drinking', 'routine', 'kinds', 'bands', 'leaking', 'reason', 'beliefs', 'homes', 'teachers', 'rules', 'tastings', 'opportunities', 'bits', 'facts', 'highlights', 'Chapter', 'thanks', 'players', 'albums', 'mind', 'teammates', 'buyers', 'terms', 'beginnings', 'hospitals', 'forests', 'grants', 'game', 'People', 'partnership', 'What', 'videos', 'influences', 'styles', 'copies', 'factors', 'factor', 'techniques', 'applications', 'verses', 'mother', 'drive', 'fade', 'sounder', 'components', 'inventors', 'deaths', 'powers', 'race', 'peoples', 'acts', 'defeats', 'blows', 'detours', 'beaches', 'raid', 'Scorpions', 'menace', 'armies', 'risks', 'gains', 'drives', 'thirds', 'citizens', 'hunger', 'worlds', 'schemer', 'breakers', 'scores', 'summer', 'king', 'night', 'props', 'streets', 'folks', 'gentleman', 'philosophies', 'killers', 'average', 'rioters', 'sentences', 'winds', 'crew', 'omens', 'member', 'Rooms', 'natives', 'equivalent', 'symbols', 'artist', 'tours', 'possibilities', 'boosters', 'fact', 'partners', 'agencies', 'provisions', 'examiners', 'riders', 'walks', 'nineties', 'reviews', 'stylists', 'noodles', 'slices', 'objectives', 'show', 'homosexuals', 'olds', 'graders', 'farmer', 'crops', 'activities', 'favourites', 'parish', 'pets', 'pigs', 'fan', 'teams', 'gunners', 'opposite', 'transgressions', 'rapes', 'strikers', 'defenders', 'balls', 'inches', 'Wolves', 'hopes', 'move', 'contributinableg', 'season', 'running', 'sense', 'queues', 'media', 'com', 'rumors', 'contracts', 'tyres', 'birds', 'drinks', 'pint', 'camp', 'Condoms', 'duties', 'procedure', 'butterflies', 'nests', 'group', 'heritage', 'cushions', 'spot', 'references', 'universities', 'grads', 'bikes', 'tombstone', 'movies', 'tons', 'insights', 'curtains', 'stones', 'glands', 'studies', 'sympathisers', 'Kenyans', 'instruments', 'oud', 'smokers', 'vendors', 'weekend', 'object', 'height', 'commentators', 'departments', 'headline', 'quotations', 'details', 'residents']"
